comment_id;concert_id;username;message;feeling_pos;feeling_neg;music_ref;external_ref;phys_react_intentional;phys_react_unintentional
ct_970;moby_ct_548;agustina Isabel rico;:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:;x;;;;;
ct_971;moby_ct_549;F L;:face-blue-smiling::face-blue-smiling::face-blue-smiling::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face_savoring_food::zany_face:;x;;;;;
ct_973;moby_ct_550;Esteban Gutierrez;SUBLIME:beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes::beaming_face_with_smiling_eyes:;x;;;;;
ct_974;moby_ct_551;Luca M.;:musical_note::musical_notes::sparkles::sparkles:;x;;;;;
ct_975;moby_ct_552;Alejandra;:bomb::bomb::bomb::bomb::collision::collision::collision:;x;;;;;
ct_976;moby_ct_553;Ford Prefect;true classic of electronic music;x;;;;;
ct_977;moby_ct_554;Orientalzaffiro;:peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol::peace_symbol:;x;;;;;
ct_979;moby_ct_555;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_980;moby_ct_556;Bastien Gatellier;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;x;;;;;
ct_981;moby_ct_557;CristianKirk;@ARTE Concert Thanks for responding. Didn't know. Thanks for all you do;x;;;x;;
ct_982;moby_ct_558;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_983;moby_ct_559;Luca M.;:raising_hands::sparkles::raising_hands::sparkles::raising_hands:;x;;;;;
ct_986;moby_ct_560;F L;:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::duck::sun_with_face::sun_with_face:;x;;;;;
ct_989;moby_ct_561;Alejandra;:fire::fire::fire::fire::fire:;x;;;;;
ct_990;moby_ct_562;Alejandra;:firecracker::firecracker::firecracker::firecracker:;x;;;;;
ct_993;moby_ct_563;Alexander Fleener;Moby sweats E;;;;x;;
ct_994;moby_ct_564;sunshine 70;:red_heart::fire::red_heart::fire::red_heart::fire::red_heart:;x;;;;;
ct_995;moby_ct_565;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_996;moby_ct_566;Wilma Flintstone;this is just awesome, this is art e;x;;;;;
ct_999;moby_ct_567;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_1000;moby_ct_568;Tamás Borbély;:fire::cyclone::fire::cyclone::fire::cyclone:;x;;;;;
ct_1001;moby_ct_569;el polaco;A 1991 song is now just like a 1958 song in 1991.;;;;x;;
ct_1004;moby_ct_570;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::loudly_crying_face::loudly_crying_face::loudly_crying_face:;x;;;;;x
ct_1005;moby_ct_571;Ford Prefect;:red_heart:;x;;;;;
ct_1006;moby_ct_572;Luca M.; amazing :water_wave::musical_note::musical_notes::collision:;x;;;;;
ct_1007;moby_ct_573;Julian Reverse;I am feeling SOOOOO real!;x;;;;;
ct_1008;moby_ct_574;T;Everyone it was very nice watching with you ;x;;;;;
ct_1009;moby_ct_575;Alejandra;CHILE :heart_on_fire:;x;;;x;;
ct_1010;moby_ct_576;Ford Prefect;:crying_face:;x;;;;;x
ct_1011;moby_ct_577;F L;incredible mood;x;;;;;
ct_1012;moby_ct_578;Tamás Borbély;:hand_with_fingers_splayed::smiling_face_with_smiling_eyes:;x;;;;;
ct_1013;moby_ct_579;Ieva Hermansone;thank you Arte concert for giving us this awesome night with Moby;x;;;;;
ct_1014;moby_ct_580;Ford Prefect;Agreed T;;;;;;
ct_1015;moby_ct_581;Epi..mű;:speaker_high_volume::face-red-heart-shape::face-blue-heart-eyes:some dunt thanks :winking_face:👍🏼;x;;;;;
ct_1016;moby_ct_582;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::loudly_crying_face::loudly_crying_face::loudly_crying_face:;x;;;;;x
ct_1018;moby_ct_583;léo fruity head;:face-red-heart-shape:..............;x;;;;;
ct_1019;moby_ct_584;T;👏🏻👏🏻🙌🏻🙌🏻;x;;;;;
ct_1020;moby_ct_585;chiche05;thank you for the broadcast;x;;;;;
ct_1022;moby_ct_586;Wilma Flintstone;:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:;x;;;;;
ct_1025;moby_ct_587;Alejandra;:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:;x;;;;;
ct_1030;moby_ct_588;Luca M.;:hand-pink-waving:bye bye;x;;;;;
ct_1033;moby_ct_589;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_1034;moby_ct_590;neurosien frisco;:fire::fire::fire::fire::fire:;x;;;;;
ct_1036;moby_ct_591;Belen Gahz;It was amazing thank you ;x;;;;;
ct_1037;moby_ct_592;Tamás Borbély;:clapping_hands::open_hands::clapping_hands::open_hands::clapping_hands:;x;;;;;
ct_1040;moby_ct_593;Vandario 199;Global Electronic Dance Music:firecracker:;x;;;x;;
ct_1041;moby_ct_594;Lizbeth Ajuria;:smiling_face_with_hearts:;x;;;;;
ct_1042;moby_ct_595;visual fresh ;MOBY :red_heart: GO VEGAN;x;;;x;;
ct_1043;moby_ct_596;Epi..mű;"And don't forget your ""Towels"" folks";;;;x;;
ct_1045;moby_ct_597;llliiiillliiimoa;:red_heart::red_heart::red_heart:;x;;;;;
ct_1047;moby_ct_598;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_1048;moby_ct_599;Dani;thanks for this @ARTE Concert love for everyone :red_heart: ;x;;;;;
ct_1049;moby_ct_600;carabo33;Thousand!;x;;;;;
ct_1050;moby_ct_601;El NeverFake;Techno brutal himno ;;;;x;;
ct_1051;moby_ct_602;sunshine 70;:heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation:;x;;;;;
ct_1055;moby_ct_603;Alejandra;:collision::collision::collision::collision::raised_fist::raised_fist::raised_fist:;x;;;;;
ct_1056;moby_ct_604;DJ Lapidar;:thanksdoc::yt::thanksdoc:;x;;;;;
ct_1057;moby_ct_605;Lizbeth Ajuria;:collision::purple_heart:💃🏾;x;;;;x;
ct_1060;moby_ct_606;Alejandra;:raised_fist::raised_fist::raised_fist::raised_fist::raised_fist:;x;;;;;
ct_1062;moby_ct_607;Alejandra;:raised_fist::raised_fist::raised_fist::raised_fist:;x;;;;;
ct_1065;moby_ct_608;Alejandra;:raised_fist::raised_fist::raised_fist::raised_fist:;x;;;;;
ct_1067;moby_ct_609;Théo Ferracci;fire;x;;;;;
ct_1068;moby_ct_610;Dmytro Rybak;:blue_heart:;;;;x;;
ct_1070;moby_ct_611;Dmytro Rybak;:yellow_heart:;;;;x;;
ct_1071;moby_ct_612;F L;:bomb::bomb::bomb::bomb:;x;;;;;
ct_1072;moby_ct_613;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_1073;moby_ct_614;Bigos;never gonna give you up on a drop please;;;x;x;;
ct_1074;moby_ct_615;darkkratos2000;@ARTE Concert can you put a setlist into the description as well?;;;;x;;
ct_1075;moby_ct_616;Roland Jeske;Thats so cool! ntzntzntzntz;x;;;;;
ct_1077;moby_ct_617;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_1078;moby_ct_618;Alejandra;:bomb::bomb::bomb::bomb::bomb::bomb:;x;;;;;
ct_1079;moby_ct_619;Jannis JaG;No we're listening to a world record track.;x;;x;;;
ct_1080;moby_ct_620;F L;:heart_with_arrow::heart_with_arrow::heart_with_arrow:;x;;;;;
ct_1082;moby_ct_621;Dmytro Rybak;:blue_heart:;;;;x;;
ct_1083;moby_ct_622;Dmytro Rybak;:yellow_heart:;;;;x;;
ct_1084;moby_ct_623;Alejandra;:bomb::bomb::bomb::bomb::bomb:;x;;;;;
ct_1085;moby_ct_624;Théo Ferracci;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_1088;moby_ct_625;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_1089;moby_ct_626;Alejandra;:bomb::bomb::bomb::bomb:;x;;;;;
ct_1090;moby_ct_627;Théo Ferracci;:fire::fire::fire::fire:;x;;;;;
ct_1091;moby_ct_628;sunshine 70;:raising_hands::fire::raising_hands::fire::raising_hands::fire:;x;;;;;
ct_1093;moby_ct_629;Dmytro Rybak;:blue_heart:;;;;x;;
ct_1094;moby_ct_630;Dmytro Rybak;:yellow_heart:;;;;x;;
ct_1096;moby_ct_631;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_1097;moby_ct_632;chiche05;:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:;x;;;;;
ct_1098;moby_ct_633;Wilma Flintstone;moby did a lot of drugs when he wrote his songs he once told. actually most music artists did, but moby seems to have gotten the right dose of the right stuff :rocket-red-countdown-liftoff:;x;;;x;;
ct_1099;moby_ct_634;visual fresh ;GO VEGAN :red_heart: ;x;;;x;;
ct_1100;moby_ct_635;F L;:skull_and_crossbones::bomb::waving_hand:🤟🏻;x;;;;;
ct_1101;moby_ct_636;Dmytro Rybak;:face-red-heart-shape:;x;;;;;
ct_1103;moby_ct_637;Dmytro Rybak;:blue_heart:;;;;x;;
ct_1104;moby_ct_638;Dmytro Rybak;:yellow_heart:;;;;x;;
ct_1106;moby_ct_639;Jannis JaG;"This ist called ""Thousand"". And it has 1000 BPM...";;;x;x;;
ct_1107;moby_ct_640;Alejandra;La wea hermosaaaa:heart_on_fire:;x;;;;;
ct_1108;moby_ct_641;sunshine 70;yesss:fire::raising_hands::fire::raising_hands::fire::raising_hands::fire:;x;;;;;
ct_1109;moby_ct_642;G.D B;@Arte Concert THX!!!!!;x;;;;;
ct_1111;moby_ct_643;filtav;oh yes oh yes!!:volcano-green-lava-orange:;x;;;;;
ct_1112;moby_ct_644;visual fresh ;GO VEGAN :red_heart: ARGENTINA MOBY ;x;;;x;;
ct_1113;moby_ct_645;mAt;hard before other;;;;;;
ct_1114;moby_ct_646;Alejandra;:collision::collision::collision::raised_fist::raised_fist:;x;;;;;
ct_1118;moby_ct_647;visual fresh ;GO VEGAN :red_heart: ;x;;;x;;
ct_1119;moby_ct_648;Alejandra;:bomb::bomb::bomb::bomb:;x;;;;;
ct_1121;moby_ct_649;F L;:face_savoring_food::face_savoring_food::face_savoring_food:;x;;;;;
ct_1126;moby_ct_650;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_1127;moby_ct_651;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire:;x;;;;;
ct_1129;moby_ct_652;Alejandra;:heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::heart_on_fire::collision::collision::collision::collision:;x;;;;;
ct_1131;moby_ct_653;Octobert;bass;;;x;;;
ct_1132;moby_ct_654;Yuli Romero Official;:fire::fire::fire::fire::fire::fire::fire:;x;;;;;
ct_1133;moby_ct_655;léo fruity head;:red_heart::yellow_heart::green_heart::blue_heart:;x;;;;;
ct_1134;moby_ct_656;Jannis JaG;"If someone wants to listen to other music of this Speed, Google ""The Berzerker""";;;x;x;;
ct_1135;moby_ct_657;Alejandra;:heart_on_fire:;x;;;;;
ct_1136;moby_ct_658;chiche05;:clapping_hands::clapping_hands::clapping_hands:;x;;;;;
ct_1137;moby_ct_659;Julian Reverse;Thank you, thank you, THANK YOU MOBY! ;x;;;;;
ct_1138;moby_ct_660;T;🙏🏻:heart_on_fire:🙌🏻;x;;;;;
ct_1139;moby_ct_661;Dani;<3;x;;;;;
ct_1140;moby_ct_662;Wilma Flintstone;:eyes-purple-crying:;x;;;;;x
ct_1142;moby_ct_663;El NeverFake;25 years;;;;x;;
ct_1143;moby_ct_664;Cyn Raver;:yellow_heart::fire::fire:🙌🏼:sparkles:;x;;;;;
ct_1145;moby_ct_665;Alejandra;:raising_hands::red_heart:;x;;;;;
ct_1148;moby_ct_666;Octobert;thanks arte;x;;;;;
ct_1150;moby_ct_667;chiche05;<3;x;;;;;
ct_1151;moby_ct_668;Kevin Dortmann;Thank you Moby and Arte! Have a wonderful evening!;x;;;;;
ct_1152;moby_ct_669;Nikguy;THANKS ARTE!!!!!!!!!!!!!!!!!!!!!!!;x;;;;;
ct_1154;moby_ct_670;Carell Cassey;@ARTE Concert Thanks!;x;;;;;
ct_1155;moby_ct_671;Broomhilda von Shaft;boy you're the one..;x;;;;;
ct_1156;moby_ct_672;sunshine 70;spectacular concert :heart_exclamation::heart_exclamation::heart_exclamation::heart_exclamation:thank you ARTE and Moby :red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:;x;;;;;
ct_1159;moby_ct_673;Epi..mű;👏🏼👏🏼 excellent show ., thanks for 25yrs of great tunes :bullseye: 👌🏼;x;;;;;
ct_1160;moby_ct_674;Thor Hamma;Merci @ARTE Concert :yougotthis:;x;;;;;
ct_1161;moby_ct_675;Tamás Borbély;:open_hands::clapping_hands::open_hands::clapping_hands:;x;;;;;
ct_1163;moby_ct_676;BA-CA;YOOO @ARTE Concert thx;x;;;;;
ct_1164;moby_ct_677;Dmytro Rybak;:red_heart:;x;;;;;
ct_1165;moby_ct_678;Dmytro Rybak;:black_heart:;x;;;;;
ct_1166;moby_ct_679;visual fresh ;GO VEGAN :red_heart: ARGENTINA ;x;;;x;;
ct_1167;moby_ct_680;Dmytro Rybak;:red_heart:;x;;;;;
ct_1168;moby_ct_681;Dmytro Rybak;:black_heart:;x;;;;;
ct_1169;moby_ct_682;erm0n;Thx Arte!;x;;;;;
ct_1170;moby_ct_683;Dmytro Rybak;:blue_heart:;;;;x;;
ct_1171;moby_ct_684;Dmytro Rybak;:yellow_heart:;;;;x;;
ct_1174;moby_ct_685;tomtomftube;:hand-pink-waving:;x;;;;;
ct_1175;moby_ct_686;visual fresh ;GO VEGAN :red_heart: ;x;;;x;;
